,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
371,,,165809,1,-1,-1,1,1,3,7.5,7.0,9,Bernardo,6.0,311,False,,,69,165809.jpg,6.0,Veiga de Carvalho e Silva,8.0,False,,a,13,43,24,415949,264387,426828,33901,0.9,3.5,Bernardo,217,2,1,0,5,0,0,0,0,0,0,5,87,112.6,93.7,98.0,30.5,26,12,33,24,43,31,30,22,4.0,,,,,
372,,,171314,0,0,0,0,0,2,5.0,4.5,1,Rúben,3.5,312,False,,,60,171314.jpg,3.5,Gato Alves Dias,10.7,False,,a,13,43,14,229432,32633,354758,99112,0.6,2.3,Dias,312,0,0,2,5,0,0,0,0,0,0,0,76,60.6,34.8,51.0,14.6,127,50,130,34,87,12,103,26,,,,,,
373,,,209244,0,0,0,0,0,3,6.0,5.5,4,Phil,4.5,314,False,,,80,209244.jpg,4.5,Foden,7.3,False,,a,13,43,18,368263,47944,320628,76548,0.6,2.2,Foden,312,1,2,1,5,0,0,0,1,0,0,0,84,109.2,162.6,93.0,36.5,30,13,5,4,49,33,15,9,2.0,,,,,
374,,,220566,0,0,-1,1,0,3,5.5,5.0,5,Rodrigo,4.0,315,False,,,59,220566.jpg,4.0,Hernandez,2.4,False,,a,13,43,16,79299,17664,140356,21309,0.7,2.7,Rodri,358,0,2,2,5,0,0,0,0,0,0,0,76,92.4,55.7,54.0,20.3,56,23,78,56,82,52,66,44,,,,,,
375,100.0,100.0,244851,0,0,0,0,0,3,2.0,1.5,1,Cole,0.5,316,False,,2022-08-12T16:00:05.831482Z,45,244851.jpg,1.0,Palmer,0.1,False,,a,13,43,2,3335,568,9081,1226,0.1,0.4,Palmer,3,0,0,0,0,0,0,0,0,0,0,0,7,1.4,1.6,2.0,0.5,342,156,283,147,275,137,333,150,,,,,,
376,0.0,0.0,432714,0,0,0,0,0,3,0.0,0.0,0,James,0.0,317,False,Season-long loan to Sheffield United,2022-08-04T13:21:06.218126Z,45,432714.jpg,0.0,McAtee,0.0,False,,u,13,43,0,0,0,666,41,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,205,507,209,483,191,522,209,,,,,,
377,,,223094,1,-1,3,-3,2,4,11.7,11.2,17,Erling,10.2,318,True,,,118,223094.jpg,10.2,Haaland,68.1,False,,a,13,43,41,2357561,612979,337430,33727,0.9,3.5,Haaland,323,6,1,2,5,0,0,0,0,0,0,6,165,211.0,31.3,271.0,51.4,1,1,139,17,2,2,2,2,,,,,1.0,
378,,,461358,0,0,-3,3,0,4,2.3,1.8,1,Julián,0.8,319,False,,,62,461358.jpg,1.0,Álvarez,1.3,False,,a,13,43,3,43336,13168,191038,22745,0.1,0.5,Álvarez,57,0,0,0,0,0,0,0,0,0,0,0,6,1.6,5.2,12.0,1.8,340,41,238,33,214,39,306,39,,,,,,
379,75.0,75.0,439510,0,0,-1,1,0,2,1.1,0.8,0,Luke,0.0,320,False,Head injury - 75% chance of playing,2022-08-25T14:30:06.307078Z,39,439510.jpg,0.0,Mbete-Tabu,0.4,False,,d,13,43,0,46847,6152,26792,10156,0.0,0.0,Mbete,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,134,347,130,291,102,370,134,,,,,,
380,,,447880,-1,1,-1,1,0,2,1.5,1.0,0,Josh,0.0,322,False,,,39,447880.jpg,0.0,Wilson-Esbrand,0.7,False,,a,13,43,0,28735,16551,32344,7813,0.0,0.0,Wilson-Esbrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,135,348,131,292,103,371,135,,,,,,
381,0.0,0.0,463034,0,0,-1,1,0,4,0.0,0.0,0,Liam,0.0,323,False,Joined Stoke City on loan - Expected back 01 Jul,2022-08-23T08:30:06.022828Z,44,463034.jpg,0.0,Delap,0.4,False,,u,13,43,0,13802,0,40840,7323,0.0,0.0,Delap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,472,43,460,44,422,45,480,45,,,,,,
382,,,88248,-1,1,-1,1,0,1,1.5,1.0,0,Stefan,0.0,324,False,,,39,88248.jpg,0.0,Ortega Moreno,0.5,False,,a,13,43,0,14867,10945,18214,4491,0.0,0.0,Ortega,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,358,22,341,3,285,1,364,22,,,,,,
383,75.0,75.0,155405,0,0,-1,1,0,3,1.3,0.9,0,Kalvin,0.2,325,False,Shoulder injury - 75% chance of playing,2022-08-25T14:30:06.315810Z,49,155405.jpg,1.0,Phillips,0.2,False,,d,13,43,1,4925,109,37233,3588,0.0,0.2,Phillips,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.5,0.0,0.1,348,161,319,159,536,225,361,167,,,,,,
384,,,17601,0,0,0,0,0,1,1.5,1.0,0,Scott,0.0,502,False,,,40,17601.jpg,0.0,Carson,0.1,False,,a,13,43,0,1294,188,4222,781,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,25,350,6,294,4,373,25,,,,,,
385,,,477064,0,0,0,0,0,2,1.7,1.2,0,Rico,0.2,573,False,,,40,477064.jpg,1.0,Lewis,0.1,False,,a,13,43,1,5829,774,3758,1009,0.0,0.2,Lewis,8,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.8,0.0,0.2,343,125,308,112,346,130,350,127,,,,,,
386,,,437468,0,0,0,0,0,2,2.0,1.5,1,Sergio,0.5,587,False,,,45,437468.jpg,1.0,Gómez,0.0,False,,a,13,43,1,3497,775,1736,605,0.1,0.2,Sergio Gómez,6,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,4.0,0.3,517,204,320,117,259,86,346,125,,,,,,
387,,,219291,0,0,0,0,0,3,2.6,2.1,0,Claudio,0.0,599,False,,,45,219291.jpg,0.0,Gomes,0.0,False,,a,13,43,0,269,269,48,48,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,504,198,496,202,468,184,512,202,,,,,,
388,,,244932,0,0,0,0,0,3,2.6,2.1,0,Ben,0.0,600,False,,,45,244932.jpg,0.0,Knight,0.0,False,,a,13,43,0,39,39,11,11,0.0,0.0,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,204,505,208,481,190,520,208,,,,,,
389,,,14937,-1,1,-2,2,0,4,1.7,1.7,1,Cristiano Ronaldo,1.2,326,False,,,103,14937.jpg,1.2,dos Santos Aveiro,3.0,False,,a,14,1,5,76325,3609,309074,59424,0.1,0.5,Ronaldo,153,0,0,0,4,0,0,0,0,0,0,0,5,12.4,47.8,57.0,11.5,276,27,99,7,77,20,153,21,,,3.0,,1.0,
390,,,51940,0,0,-1,1,0,1,3.7,3.7,8,David,3.2,327,False,,,49,51940.jpg,3.2,De Gea Quintana,5.5,False,,a,14,1,13,84552,28113,321202,20746,0.7,2.7,De Gea,360,0,0,1,7,0,0,0,0,0,14,1,68,106.0,0.0,0.0,10.7,34,8,546,51,527,51,167,8,,,,,,
391,,,76359,-1,1,-1,1,0,2,0.5,0.5,0,Phil,0.0,328,False,,,39,76359.jpg,0.0,Jones,0.6,False,,a,14,1,0,24711,19120,17324,4716,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,357,130,340,126,284,98,363,130,,,,,,
392,,,90152,0,0,-2,2,0,2,2.5,2.5,6,Raphaël,2.0,329,False,,,48,90152.jpg,2.7,Varane,2.5,False,,a,14,1,8,93639,42444,99928,12873,0.4,1.7,Varane,225,0,0,1,1,0,0,0,1,0,0,0,39,43.8,12.3,6.0,6.2,178,76,217,66,247,79,242,87,,,,,,
393,,,95658,0,0,-2,2,0,2,0.3,0.3,0,Harry,-0.2,330,False,,,48,95658.jpg,-0.5,Maguire,0.5,False,,a,14,1,-1,9629,535,62496,7422,0.0,-0.2,Maguire,180,0,0,0,6,0,0,0,2,0,0,0,27,42.2,15.5,34.0,9.1,184,79,200,60,137,35,188,59,,,,,,
394,,,101582,0,0,-2,2,0,3,1.3,1.3,0,Frederico,0.8,331,False,,,53,101582.jpg,0.8,Rodrigues de Paula Santos,0.5,False,,a,14,1,3,13103,1722,67140,8513,0.2,0.6,Fred,117,0,0,0,7,0,0,0,1,0,0,0,21,11.6,7.4,5.0,2.4,279,121,233,125,252,130,293,130,,,,,,
395,,,106760,0,0,-2,2,0,2,0.3,0.3,0,Luke,-0.2,332,False,,,48,106760.jpg,-0.5,Shaw,0.5,False,,a,14,1,-1,9862,613,65425,8722,0.0,-0.2,Shaw,134,0,0,0,6,0,0,0,1,0,0,0,20,24.0,46.5,19.0,9.0,241,98,102,23,188,51,190,61,3.0,,,,,
396,,,141746,0,0,-2,2,0,3,3.5,3.5,8,Bruno,3.0,333,False,,,98,141746.jpg,3.0,Borges Fernandes,2.1,False,,a,14,1,12,50926,26363,170854,11707,0.3,1.2,Fernandes,359,1,0,1,7,0,0,0,2,0,0,0,52,84.6,92.9,143.0,32.1,64,26,35,25,20,14,24,18,2.0,,2.0,,2.0,
397,0.0,0.0,152590,0,0,0,0,0,2,0.0,0.0,0,Alex,0.0,334,False,Joined Sevilla on loan - Expected back 01 Jul,2022-08-04T16:30:05.499124Z,50,152590.jpg,0.0,Telles,0.0,False,,u,14,1,0,0,0,5804,216,0.0,0.0,Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571,212,567,212,556,210,572,212,,,,,,
398,,,176297,0,0,-2,2,0,3,4.5,4.5,3,Marcus,4.0,335,False,,,63,176297.jpg,4.0,Rashford,6.1,False,,a,14,1,16,309434,79498,791111,72480,0.6,2.5,Rashford,355,1,0,1,7,0,0,0,1,0,0,3,39,61.6,45.2,159.0,26.6,120,49,105,74,13,9,38,27,,,,,3.0,
399,,,180184,0,0,-2,2,0,3,1.3,1.3,0,Donny,0.8,336,False,,,53,180184.jpg,1.0,van de Beek,0.3,False,,a,14,1,3,5538,533,37468,4744,0.2,0.6,Van de Beek,19,0,0,0,0,0,0,0,0,0,0,0,8,0.6,2.2,0.0,0.2,350,163,274,145,573,246,356,162,,,,,,
400,0.0,0.0,184667,0,0,-1,1,0,2,0.0,0.0,0,Victor,0.0,337,False,Thigh injury - Unknown return date,2022-08-12T12:30:05.641247Z,44,184667.jpg,0.0,Lindelöf,0.1,False,,i,14,1,0,761,13,15236,1073,0.0,0.0,Lindelöf,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,183,438,183,395,164,458,185,,,,,,
401,,,195851,0,0,-1,1,0,3,1.7,1.7,2,Scott,1.2,338,False,,,49,195851.jpg,1.2,McTominay,0.2,False,,a,14,1,5,8392,1917,18945,2438,0.2,1.0,McTominay,302,0,0,1,3,0,0,0,3,0,0,0,29,39.0,8.1,54.0,10.1,194,75,231,124,80,50,177,91,,,,,,
402,0.0,0.0,197365,0,0,0,0,0,2,0.0,0.0,0,Eric,0.0,339,False,Joined Marseille on loan - Expected back 01 Jul,2022-08-25T15:30:06.348925Z,40,197365.jpg,0.0,Bailly,1.0,False,,u,14,1,0,20468,0,87198,22310,0.0,0.0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,145,375,141,319,113,397,145,,,,,,
403,,,209243,0,0,-2,2,0,3,4.5,4.5,3,Jadon,4.0,340,False,,,73,209243.jpg,4.0,Sancho,5.2,False,,a,14,1,16,161995,38583,597710,58758,0.5,2.2,Sancho,285,1,0,2,6,0,0,0,0,0,0,2,56,58.6,67.7,51.0,17.7,132,53,60,43,88,55,75,49,,,,,,
404,,,214590,-1,1,-2,2,0,2,0.7,0.7,0,Aaron,0.2,341,False,,,43,214590.jpg,1.0,Wan-Bissaka,0.3,False,,a,14,1,1,4993,997,22057,3110,0.0,0.2,Wan-Bissaka,4,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,326,121,415,170,363,146,343,124,,,,,,
405,,,216051,0,0,-1,1,1,2,3.7,3.7,11,Diogo,3.2,342,False,,,44,216051.jpg,3.2,Dalot Teixeira,3.7,False,,a,14,1,13,162378,118130,220760,17370,0.7,3.0,Dalot,355,0,1,1,7,0,0,0,2,0,0,3,69,101.2,109.7,93.0,30.4,42,9,18,5,48,2,31,3,,,,,,
406,,,232937,-1,1,-1,1,0,2,0.5,0.5,0,Brandon,0.0,343,False,,,39,232937.jpg,0.0,Williams,2.3,False,,a,14,1,0,56228,44358,82649,17641,0.0,0.0,B.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,133,346,129,290,101,369,133,,,,,,
407,,,449434,0,0,-1,1,0,3,2.7,2.7,3,Anthony,2.2,344,False,,,49,449434.jpg,2.2,Elanga,0.9,False,,a,14,1,9,45093,20173,54186,9268,0.4,1.8,Elanga,155,0,1,1,0,0,0,0,0,0,0,0,22,33.0,54.6,53.0,14.0,214,88,79,57,83,53,115,68,,,,,,
408,50.0,0.0,148225,0,0,-1,1,0,4,0.8,0.0,0,Anthony,1.0,345,False,Achilles injury - 50% chance of playing,2022-08-26T14:30:06.207517Z,69,148225.jpg,4.0,Martial,0.8,False,,d,14,1,4,45150,1454,168814,19531,0.1,0.6,Martial,45,0,1,0,1,0,0,0,0,0,0,0,19,24.4,24.0,6.0,5.4,238,23,167,24,250,43,264,34,,,,,,
409,0.0,0.0,488404,0,0,-1,1,0,3,0.0,0.0,0,Facundo,0.0,347,False,Ankle injury - Expected back 02 Oct,2022-08-01T17:30:04.900946Z,44,488404.jpg,0.0,Pellistri Rebollo,0.0,False,,i,14,1,0,896,251,3308,402,0.0,0.0,Pellistri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,186,464,190,426,170,484,190,,,,,,
410,,,21205,0,0,0,0,0,1,0.5,0.5,0,Tom,0.0,348,False,,,40,21205.jpg,0.0,Heaton,0.5,False,,a,14,1,0,5173,469,8883,1643,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,28,353,9,297,7,376,28,,,,,,
411,,,222690,0,0,-1,1,0,2,3.5,3.5,8,Tyrell,3.0,504,False,,,44,222690.jpg,3.0,Malacia,3.0,False,,a,14,1,12,139989,65554,92766,11403,0.7,2.7,Malacia,226,0,0,1,1,0,0,0,0,0,0,2,49,48.2,13.8,10.0,7.2,165,68,207,63,220,65,219,75,4.0,,,,,
412,,,80607,-1,1,-2,2,0,3,2.7,2.7,3,Christian,2.2,519,False,,,63,80607.jpg,2.2,Eriksen,2.9,False,,a,14,1,9,84647,10753,267379,32119,0.3,1.4,Eriksen,351,0,0,1,7,0,0,0,0,0,0,0,39,47.2,79.6,88.0,21.4,170,66,45,33,51,34,58,40,1.0,,1.0,,,
413,,,221820,0,0,-1,1,0,2,2.3,2.3,6,Lisandro,1.8,533,False,,,44,221820.jpg,1.8,Martínez,3.9,False,,a,14,1,7,174562,78107,152354,11502,0.4,1.6,Martínez,315,0,0,1,7,0,0,0,1,0,0,0,68,83.8,4.6,37.0,12.5,65,21,242,79,121,28,137,37,,,,,,
414,,,493250,-1,1,-1,1,0,3,0.5,0.5,0,Amad,0.0,550,False,,,44,493250.jpg,0.0,Diallo,0.1,False,,a,14,1,0,4379,693,8611,1279,0.0,0.0,Amad,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,188,466,192,428,172,486,192,,,,,,
415,,,461548,0,0,-1,1,0,3,0.5,0.5,0,Zidane,0.0,551,False,,,44,461548.jpg,0.0,Iqbal,0.1,False,,a,14,1,0,4319,894,11108,1687,0.0,0.0,Iqbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,182,459,186,421,166,479,186,,,,,,
416,,,493105,-1,1,-1,1,0,3,0.7,0.7,0,Alejandro,0.2,569,False,,,44,493105.jpg,1.0,Garnacho,0.1,False,,a,14,1,1,13746,1335,8757,1616,0.0,0.2,Garnacho,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,477,187,465,191,427,171,485,191,,,,,,
417,,,232928,0,0,0,0,0,3,0.5,0.5,0,James,0.0,570,False,,,45,232928.jpg,0.0,Garner,0.0,False,,a,14,1,0,1891,174,1234,261,0.0,0.0,Garner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,200,500,204,475,186,515,204,,,,,,
418,,,61256,0,0,0,0,0,3,2.2,2.2,1,Carlos Henrique,1.0,593,False,,,50,61256.jpg,1.0,Casimiro,1.5,False,,a,14,1,1,133747,56950,23594,17818,0.2,0.2,Casemiro,10,0,0,0,0,0,0,0,0,0,0,0,6,9.4,0.0,0.0,0.9,288,128,562,244,551,235,323,144,,,,,,
419,0.0,0.0,50232,0,0,-1,1,0,3,0.0,0.0,0,Jonjo,0.0,349,False,Hamstring injury - Expected back 05 Nov,2022-08-01T11:00:05.118437Z,49,50232.jpg,0.0,Shelvey,0.0,False,,i,15,4,0,259,33,3034,241,0.0,0.0,Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,551,229,543,230,524,215,554,231,5.0,,3.0,,,
420,,,56983,0,0,-1,1,0,2,-0.8,0.2,1,Matt,0.2,350,False,,,44,56983.jpg,1.0,Ritchie,0.1,False,,a,15,4,1,861,121,4638,597,0.0,0.2,Ritchie,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,432,174,419,173,367,149,439,175,,,,,,
421,100.0,100.0,57145,0,0,-1,1,0,2,-1.0,0.0,0,Federico,0.0,351,False,,2022-08-05T11:30:06.019530Z,44,57145.jpg,0.0,Fernández,0.0,False,,a,15,4,0,396,191,3445,214,0.0,0.0,Fernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,175,420,174,368,150,440,176,,,,,,
422,0.0,0.0,58845,0,0,0,0,0,2,0.0,0.0,0,Ciaran,0.0,352,False,Joined Sheffield United on loan - Expected back 01 Jul,2022-07-13T23:30:04.924214Z,45,58845.jpg,0.0,Clark,0.0,False,,u,15,4,0,0,0,194,17,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,195,473,196,437,181,492,197,,,,,,
423,,,59735,0,0,0,0,0,1,-1.0,0.0,0,Karl,0.0,353,False,,,40,59735.jpg,0.0,Darlow,2.2,False,,a,15,4,0,9970,1086,43434,8170,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,34,361,15,305,13,384,34,,,,,,
424,,,60689,0,0,-2,2,0,4,0.2,1.2,2,Chris,1.2,354,False,,,58,60689.jpg,1.2,Wood,0.8,False,,a,15,4,5,20697,3813,97720,12522,0.2,0.9,Wood,89,0,0,0,1,0,0,0,0,0,0,0,12,10.0,12.3,37.0,5.9,287,30,218,32,124,27,249,32,,,,,2.0,
425,,,67089,0,0,-1,1,0,1,-1.0,0.0,0,Martin,0.0,355,False,,,44,67089.jpg,0.0,Dubravka,0.7,False,,a,15,4,0,7164,943,44937,5278,0.0,0.0,Dubravka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,53,423,35,372,33,443,53,,,,,,
426,0.0,0.0,75115,-1,1,-2,2,0,4,0.0,0.0,0,Callum,3.5,356,False,Hamstring injury - Expected back 11 Sep,2022-08-23T13:30:06.109984Z,73,75115.jpg,4.7,Wilson,1.3,False,,i,15,4,14,107147,402,326428,73203,0.5,1.9,Wilson,244,2,0,2,3,0,0,0,0,0,0,0,53,69.4,40.5,127.0,23.8,90,9,115,10,25,8,45,8,,,,,1.0,
427,,,77794,0,0,1,-1,0,2,4.5,5.5,2,Kieran,5.5,357,False,,,51,77794.jpg,5.5,Trippier,27.9,False,,a,15,4,22,1259091,191101,538492,159893,1.1,4.3,Trippier,360,1,0,2,4,0,0,0,1,0,0,2,92,102.4,102.0,17.0,22.2,40,8,24,7,202,57,52,6,1.0,,1.0,,,
428,,,78916,0,0,0,0,0,2,3.0,4.0,2,Dan,4.0,358,False,,,45,78916.jpg,4.0,Burn,1.5,False,,a,15,4,16,74431,6744,48469,12776,0.9,3.6,Burn,334,0,0,2,4,0,0,0,0,0,0,1,68,51.2,27.2,44.0,12.3,157,64,156,45,102,17,144,40,,,,,,
429,100.0,75.0,90105,0,0,-2,2,0,3,-0.5,0.4,1,Ryan,0.5,359,False,,2022-08-23T13:30:06.120711Z,53,90105.jpg,1.0,Fraser,0.1,False,,a,15,4,2,1414,163,11575,988,0.1,0.4,Fraser,34,0,0,0,0,0,0,0,0,0,0,0,11,10.8,39.7,2.0,5.3,281,123,117,79,281,141,265,117,3.0,,,,,
430,100.0,100.0,101148,0,0,-1,1,0,2,-1.0,0.0,0,Jamaal,0.0,360,False,,2022-08-07T11:30:07.062674Z,44,101148.jpg,0.0,Lascelles,0.1,False,,a,15,4,0,1200,142,7259,786,0.0,0.0,Lascelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,440,178,428,178,378,155,448,180,,,,,,
431,0.0,0.0,104547,0,0,0,0,0,4,0.0,0.0,0,Dwight,0.0,361,False,Transferred to Stoke City,2022-07-22T22:30:04.833252Z,45,104547.jpg,0.0,Gayle,0.1,False,,u,15,4,0,0,0,7940,901,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,45,482,46,448,47,500,47,,,,,,
432,,,106618,0,0,0,0,0,2,-1.0,0.0,0,Paul,0.0,362,False,,,40,106618.jpg,0.0,Dummett,0.5,False,,a,15,4,0,10165,1249,19078,3376,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,140,367,136,311,108,389,140,,,,,,
433,,,109528,0,0,-1,1,0,2,-1.0,0.0,0,Javier,0.0,363,False,,,44,109528.jpg,0.0,Manquillo Gaitán,0.1,False,,a,15,4,0,460,60,3230,486,0.0,0.0,Manquillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,179,429,179,380,157,449,181,,,,,,
434,0.0,0.0,111773,0,0,-1,1,0,2,0.0,0.0,0,Emil,0.2,364,False,Knee injury - Expected back 25 Feb,2022-08-25T11:30:06.045064Z,44,111773.jpg,1.0,Krafth,0.0,False,,i,15,4,1,284,11,3349,510,0.0,0.2,Krafth,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,443,180,431,180,382,158,451,182,,,,,,
435,,,114243,0,0,-1,1,0,3,0.0,1.0,1,Jacob,1.0,365,False,,,44,114243.jpg,1.0,Murphy,4.6,False,,a,15,4,4,92477,32384,245588,45989,0.2,0.9,Murphy,29,0,0,0,0,0,0,0,0,0,0,0,11,1.8,2.2,0.0,0.4,336,153,272,143,383,146,339,152,4.0,,,,,
436,,,119471,0,0,2,-2,1,2,4.2,5.2,1,Fabian,5.2,366,False,,,47,119471.jpg,5.2,Schär,7.8,False,,a,15,4,21,703106,27349,252946,85018,1.1,4.5,Schär,360,1,0,2,4,0,0,0,3,0,0,3,85,124.2,46.6,36.0,20.7,21,2,101,22,126,32,61,9,,,2.0,,4.0,
437,100.0,100.0,169359,0,0,-1,1,0,2,1.2,2.2,1,Matt,2.2,367,False,,2022-08-14T00:00:05.991636Z,49,169359.jpg,4.5,Targett,0.7,False,,a,15,4,9,24683,1884,83640,5830,0.4,1.8,Targett,115,0,0,1,0,0,0,0,0,0,0,2,38,21.6,42.5,8.0,7.2,245,100,112,27,234,72,221,76,2.0,,,,,
438,50.0,,170137,0,0,0,0,1,3,2.9,6.8,9,Allan,6.8,368,True,Hamstring injury - 50% chance of playing,2022-08-30T10:00:06.471908Z,65,170137.jpg,6.8,Saint-Maximin,10.6,False,,d,15,4,27,604272,210841,385477,99508,1.0,4.2,Saint-Maximin,343,1,3,2,4,0,0,0,1,0,0,4,76,106.6,95.7,177.0,38.0,33,15,29,20,9,5,11,7,,,,,,
439,,,179018,0,0,0,0,0,3,2.8,3.8,2,Miguel,3.8,369,False,,,50,179018.jpg,3.8,Almirón Rejala,1.5,False,,a,15,4,15,110830,18711,92026,24353,0.8,3.0,Almirón,335,1,0,2,4,0,0,0,0,0,0,0,53,65.2,49.1,152.0,26.7,108,42,92,68,17,11,37,26,,,,,,
440,,,180135,-1,1,-1,1,0,3,0.2,1.2,2,Sean,1.2,370,False,,,44,180135.jpg,1.2,Longstaff,0.9,False,,a,15,4,5,24645,6743,43054,7366,0.3,1.1,S.Longstaff,134,0,0,0,1,0,0,0,0,0,0,0,22,14.8,14.0,30.0,5.9,269,115,206,115,150,81,246,110,,,,,,
441,,,180974,0,0,0,0,0,3,1.8,2.8,2,Joelinton Cássio,2.8,371,False,,,60,180974.jpg,2.8,Apolinário de Lira,0.6,False,,a,15,4,11,35853,2444,43466,8465,0.5,1.8,Joelinton,360,0,1,2,4,0,0,0,2,0,0,0,57,100.2,123.4,57.0,28.1,43,19,12,10,76,49,34,24,,,,,3.0,
442,100.0,100.0,194799,0,0,-1,1,0,2,-1.0,0.0,0,Jamal,0.0,372,False,,2022-08-05T11:30:06.035015Z,44,194799.jpg,0.0,Lewis,0.0,False,,a,15,4,0,206,77,1848,129,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,184,440,184,397,165,460,186,,,,,,
443,,,200089,-1,1,-1,1,0,3,1.5,2.5,2,Joe,2.5,373,False,,,49,200089.jpg,2.5,Willock,0.4,False,,a,15,4,10,19670,1914,31009,6442,0.5,2.0,Willock,306,0,0,2,4,0,0,0,0,0,0,0,33,51.4,72.3,100.0,22.3,156,61,52,38,40,29,50,37,,,,,5.0,
444,50.0,,208706,0,0,-2,2,0,3,0.4,1.8,0,Bruno,1.8,374,False,Hamstring injury - 50% chance of playing,2022-08-28T19:00:06.397910Z,58,208706.jpg,2.3,Guimarães Rodriguez Moura,4.5,False,,d,15,4,7,105504,4569,613165,177102,0.3,1.2,Bruno Guimarães,270,0,0,2,3,0,0,0,1,0,0,0,36,50.2,63.7,3.0,11.8,161,63,67,47,266,135,151,83,,,,,,
445,0.0,0.0,83314,0,0,0,0,0,3,0.0,0.0,0,Jeff,0.0,375,False,Joined Reading on loan - Expected back 01 Jul,2022-07-13T23:30:04.947320Z,45,83314.jpg,0.0,Hendrick,0.0,False,,u,15,4,0,0,0,221,21,0.0,0.0,Hendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,488,190,478,194,444,176,496,194,,,,,,
